gid;ad_code;ad_ban_id;ad_nomvoie;ad_fantoir;ad_numero;ad_rep;ad_insee;ad_postal;ad_alias;ad_nom_ld;ad_x_ban;ad_y_ban;ad_commune;ad_section;ad_idpar;ad_x_parc;ad_y_parc;ad_nat;ad_nblhab;ad_nblpro;ad_nbprhab;ad_nbprpro;ad_rivoli;ad_hexacle;ad_hexaclv;ad_distinf;ad_isole;ad_prio;ad_racc;ad_batcode;ad_nombat;ad_ietat;ad_itypeim;ad_imneuf;ad_idatimn;ad_prop;ad_gest;ad_idatsgn;ad_iaccgst;ad_idatcab;ad_idatcom;ad_typzone;ad_comment;ad_geolqlt;ad_geolmod;ad_geolsrc;ad_creadat;ad_majdate;ad_majsrc;ad_abddate;ad_abdsrc;nom_sro;nb_prises_totale;statut;cas_particuliers;nom_id;nom_pro;x;y;potentiel_ftte;geom
62;AD700BB0005015;ADRNIVX_0000000278281192;Rue Jean Moulin;0203;1;;70026;70100;;;894521.470359867;6709935.42529684;Arc-lès-Gray;;2018700026000ZI0058;894498.532457083;6709917.87783114;;1;0;1;0;;;;36;f;;1;;;;P;;;;;;;;;;;;;;2018-06-09 00:00:00;;;;;N070GAY_S01B;1;E;;1228;;894492.903333792;6709917.94029085;0;01010000206A0800004EC481CE394C2B41B1B92D7CA7985941
63;AD700BB0005017;ADRNIVX_0000000278281204;Rue de la Nitrière;0235;5;;70026;70100;;;894608.516867225;6709940.49676523;Arc-lès-Gray;;2018700026000AP0005;894578.5530106;6709915.30120243;;1;0;1;0;;;;18;f;;9;;;;P;;;;;;;;;;Aero-souterrain ENEDIS;;;;2018-06-09 00:00:00;;;;;N070GAY_S01B;1;E;;1267;;894594.001459539;6709940.75395726;0;01010000206A080000024EBF00044D2B41F3D54030AD985941
64;AD700BB0005018;ADRNIVX_0000000278281205;Rue de la Nitrière;0235;7;;70026;70100;;;894576.591536156;6709921.00119185;Arc-lès-Gray;;2018700026000AP0005;894578.5530106;6709915.30120243;;1;0;1;0;;;;15;f;;9;;;;P;;;;;;;;;;Aero-souterrain ENEDIS;;;;2018-06-09 00:00:00;;;;;N070GAY_S01B;1;E;;1697;;894571.07198772;6709924.07797776;0;01010000206A0800001093DB24D64C2B416996FD04A9985941
65;AD700BB0005293;ADRNIVX_0000000278280363;Rue des Granges;0160;13;;70026;70100;;;894645.808781169;6710316.40068666;Arc-lès-Gray;;2018700026000AO0230;894637.542679857;6710305.05540665;;1;0;1;0;;;;16;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;2255;;894637.795816352;6710304.1731949;0;01010000206A080000AB3D75975B4D2B4113A0150B08995941
66;AD700BB0005294;ADRNIVX_0000000278280354;Rue des Granges;0160;6;BIS;70026;70100;;;894650.017401427;6710309.86953207;Arc-lès-Gray;;20187000260000C0724;894660.92707278;6710301.0753461;;1;0;1;0;;;;31;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;2779;;894669.678057236;6710301.59974048;0;01010000206A0800006F512A5B9B4D2B41E725626607995941
67;AD700BB0005300;ADRNIVX_0000000278280367;Rue des Granges;0160;19;;70026;70100;;;894665.987886492;6710379.19371773;Arc-lès-Gray;;20187000260000C0581;894653.514955351;6710380.52049085;;1;0;1;0;;;;22;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;2694;;894651.377936908;6710379.0893125;0;01010000206A08000049F280C1764D2B41C44BB7C51A995941
68;AD700BB0005301;ADRNIVX_0000000278280356;Rue des Granges;0160;8;;70026;70100;;;894657.209576305;6710334.2243588;Arc-lès-Gray;;20187000260000C0612;894665.504762012;6710330.39920422;;1;0;1;0;;;;12;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;2686;;894664.102239324;6710327.62022407;0;01010000206A08000072B65834904D2B4150C0B1E70D995941
69;AD700BB0005302;ADRNIVX_0000000278280357;Rue des Granges;0160;8;BIS;70026;70100;;;894678.7181489;6710413.95564073;Arc-lès-Gray;;20187000260000C0825;894688.533865692;6710409.31470614;;1;0;1;0;;;;24;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1405;;894689.264904775;6710408.82700803;0;01010000206A0800004699A187C24D2B4116B3ED3422995941
70;AD700BB0005303;ADRNIVX_0000000278280368;Rue des Granges;0160;21;;70026;70100;;;894672.26701139;6710408.40924009;Arc-lès-Gray;;20187000260000C0580;894655.10982364;6710405.16125708;;1;0;1;0;;;;45;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;2714;;894663.673330254;6710399.10506911;0;01010000206A08000037BEBE588F4D2B41C573B9C61F995941
71;AD700BB0005305;ADRNIVX_0000000278280360;Rue des Granges;0160;10;;70026;70100;;;894687.828343529;6710469.49509483;Arc-lès-Gray;;20187000260000C0826;894694.038816249;6710450.27210192;;1;0;1;0;;;;19;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;2688;;894698.271995249;6710460.72500552;0;01010000206A0800001AF6428BD44D2B41917D662E2F995941
72;AD700BB0005310;ADRNIVX_0000000278280408;Rue des Roses;0356;8;;70026;70100;;;894626.46582491;6710508.94457896;Arc-lès-Gray;;20187000260000C0587;894632.189889652;6710497.4610106;;1;0;1;0;;;;23;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;2668;;894639.797392013;6710495.18070083;0;01010000206A08000014C443985F4D2B41349A90CB37995941
73;AD700BB0005316;ADRNIVX_0000000278282032;Rue Louis Chauveau;0220;13;;70026;70100;;;894641.475670646;6709320.47651774;Arc-lès-Gray;;2018700026000AB0210;894650.475679847;6709325.93741868;;1;0;1;0;;;;13;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;2627;;894646.795654267;6709326.30428407;0;01010000206A08000002FF5F976D4D2B41E463799313985941
74;AD700BB0005317;ADRNIVX_0000000278282031;Rue Louis Chauveau;0220;11;;70026;70100;;;894633.014606996;6709332.53705804;Arc-lès-Gray;;2018700026000AB0209;894642.285951934;6709337.82761749;;1;0;1;0;;;;17;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;2628;;894640.785195087;6709336.82258763;0;01010000206A0800002B170592614D2B419B46A53416985941
75;AD700BB0005320;ADRNIVX_0000000339679437;Rue Louis Chauveau;0220;8;A;70026;70100;;;894606.320485299;6709377.58087249;Arc-lès-Gray;;2018700026000AB0601;894618.157987002;6709328.27289755;;6;0;6;0;;;;36;f;;7;;;;I;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;6;C;;;;894609.564198792;6709339.86955652;0;01010000206A08000002AADE20234D2B4168D0A6F716985941
76;AD700BB0005321;ADRNIVX_0000000339679438;Rue Louis Chauveau;0220;8;B;70026;70100;;;894607.436948765;6709377.7191013;Arc-lès-Gray;;2018700026000AB0601;894618.157987002;6709328.27289755;;6;0;6;0;;;;51;f;;7;;;;I;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;6;C;;;;894625.17469694;6709318.081642;0;01010000206A08000097E07159424D2B415A9F398511985941
77;AD700BB0005322;ADRNIVX_0000000278282023;Rue Louis Chauveau;0220;6;C;70026;70100;;;894608.37265148;6709375.17781779;Arc-lès-Gray;;2018700026000AB0602;894625.957135986;6709293.62804409;;6;0;6;0;;;;39;f;;7;;;;I;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;6;C;;;;894618.412930363;6709288.7806535;0;01010000206A080000C69B6BD3344D2B41143AF6310A985941
78;AD700BB0005328;ADRNIVX_0000000278282714;Rue Ernest Faivre;0120;4;;70026;70100;;;893837.474816974;6709043.35225901;Arc-lès-Gray;;2018700026000AC0126;893836.121539673;6709055.72450713;;1;0;1;0;;;;18;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1783;;893838.172619048;6709052.55357143;0;01010000206A080000188661581C472B41DDB66D23CF975941
79;AD700BB0005329;ADRNIVX_0000000278282716;Rue Ernest Faivre;0120;6;;70026;70100;;;893821.014071124;6709044.14949424;Arc-lès-Gray;;2018700026000AC0127;893827.362385037;6709054.87975146;;2;0;2;0;;;;6;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;2;E;;1782;;893823.017857143;6709048.5952381;0;01010000206A08000048922409FE462B4188611826CE975941
80;AD700BB0005330;ADRNIVX_0000000278282718;Rue Ernest Faivre;0120;8;;70026;70100;;;893814.531840211;6709051.05168689;Arc-lès-Gray;;2018700026000AC0128;893817.63940737;6709059.84413533;;1;0;1;0;;;;20;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1268;;893817.476190476;6709056.17261905;0;01010000206A080000F33CCFF3F2462B41C5300C0BD0975941
81;AD700BB0005335;ADRNIVX_0000000278280390;Avenue Jean Jaurès;0200;65;;70026;70100;;;894549.400118929;6710259.00439162;Arc-lès-Gray;;2018700026000AO0123;894518.781894009;6710248.26057219;;1;0;1;0;;;;20;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;2454;;894537.216639392;6710253.27598523;0;01010000206A080000BD5BEB6E924C2B41F8BDA951FB985941
82;AD700BB0005336;ADRNIVX_0000000278280391;Avenue Jean Jaurès;0200;67;;70026;70100;;;894548.913266034;6710273.88242435;Arc-lès-Gray;;2018700026000AO0125;894529.861945375;6710267.37409319;;1;0;1;0;;;;18;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;2282;;894537.073669702;6710263.71277261;0;01010000206A080000FF08B825924C2B4101119EEDFD985941
83;AD700BB0005337;ADRNIVX_0000000278280393;Avenue Jean Jaurès;0200;69;;70026;70100;;;894540.392859011;6710285.49655924;Arc-lès-Gray;;2018700026000AO0126;894525.071306451;6710282.37447309;;1;0;1;0;;;;23;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;2281;;894521.061064414;6710284.58634736;0;01010000206A080000BED5431F724C2B4113B7862503995941
84;AD700BB0005338;ADRNIVX_0000000347750640;Avenue Jean Jaurès;0200;69;A;70026;70100;;;894535.366655516;6710300.89295467;Arc-lès-Gray;;2018700026000AO0282;894512.484659607;6710297.54082204;;1;0;1;0;;;;26;f;;9;;;;P;;;;;;;;;;Aero-souterrain ENEDIS;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;2376;;894513.912579911;6710298.88331637;0;01010000206A08000094AC3DD3634C2B415D4188B806995941
85;AD700BB0005339;ADRNIVX_0000000278280394;Avenue Jean Jaurès;0200;69;BIS;70026;70100;;;894526.325460251;6710339.94387146;Arc-lès-Gray;;2018700026000AO0276;894482.734177621;6710325.05971905;;1;0;1;0;;;;39;f;;9;;;;P;;;;;;;;;;Aero-souterrain ENEDIS;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;2280;;894491.037429501;6710324.76083027;0;01010000206A080000A5F52913364C2B416F71B1300D995941
86;AD700BB0005340;ADRNIVX_0000000278280380;Avenue Jean Jaurès;0200;44;;70026;70100;;;894544.530826445;6710317.97632026;Arc-lès-Gray;;2018700026000AO0163;894564.724197101;6710320.26284977;;1;0;1;0;;;;90;f;;0;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;2237;;894558.519123212;6710314.60998227;0;01010000206A0800008084CA09BD4C2B4116F309A70A995941
87;AD700BB0005344;ADRNIVX_0000000278280383;Avenue Jean Jaurès;0200;50;;70026;70100;;;894518.374081411;6710396.36970973;Arc-lès-Gray;;2018700026000AO0085;894530.974475848;6710391.15512161;;1;0;1;0;;;;31;f;;0;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;2291;;894525.922033877;6710397.38943282;0;01010000206A08000004D314D87B4C2B41A277EC581F995941
88;AD700BB0005345;ADRNIVX_0000000278280384;Avenue Jean Jaurès;0200;52;;70026;70100;;;894506.872272876;6710430.00500269;Arc-lès-Gray;;2018700026000AO0080;894519.883740371;6710436.62253098;;1;0;1;0;;;;19;f;;0;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;2286;;894518.630579683;6710425.26852238;0;01010000206A0800001B57DB426D4C2B4180782F5126995941
89;AD700BB0005346;ADRNIVX_0000000278280411;Avenue Jean Jaurès;0200;52;BIS;70026;70100;;;894503.866897217;6710432.01850912;Arc-lès-Gray;;2018700026000AO0079;894515.076360389;6710458.63893225;;1;0;1;0;;;;25;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;2397;;894509.194580139;6710454.43433916;0;01010000206A0800000B02A0635A4C2B417536CC9B2D995941
90;AD700BB0005347;ADRNIVX_0000000329342969;Rue de Dijon;0080;143;A;70026;70100;;;893909.727811177;6709058.60106505;Arc-lès-Gray;;2018700026000AD0223;893929.246808121;6709031.42265337;;5;0;5;0;;;;64;f;;7;;;;I;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;5;E;;2359;;893925.029761905;6709048.36904762;0;01010000206A080000CEF33C0FCA472B41EA799E17CE975941
91;AD700BB0005348;ADRNIVX_0000000278282691;Rue de Dijon;0080;145;;70026;70100;;;893880.292028576;6709013.40437258;Arc-lès-Gray;;2018700026000AL0134;893893.630172943;6709003.74245371;;1;0;1;0;;;;8;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1951;;893884.767857143;6709012.17857143;0;01010000206A0800004892248979472B41DEB66D0BC5975941
92;AD700BB0005349;ADRNIVX_0000000278282692;Rue de Dijon;0080;147;;70026;70100;;;893875.686522277;6709004.3623803;Arc-lès-Gray;;2018700026000AL0135;893888.261540638;6708995.02624675;;2;0;2;0;;;;31;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;2;E;;1569;;893883.071428571;6708998.38095238;0;01010000206A0800002349922476472B411B866198C1975941
93;AD700BB0005350;ADRNIVX_0000000278282694;Rue de Dijon;0080;151;;70026;70100;;;893866.6703234;6708994.17626531;Arc-lès-Gray;;2018700026000AL0138;893872.061221849;6708991.3291184;;1;0;1;0;;;;18;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1429;;893871.535714286;6708993.40476191;0;01010000206A080000912449125F472B417C9EE759C0975941
94;AD700BB0005351;ADRNIVX_0000000278282693;Rue de Dijon;0080;149;;70026;70100;;;893872.033978288;6708998.46360398;Arc-lès-Gray;;2018700026000AL0137;893885.394710911;6708978.68347827;;1;0;1;0;;;;32;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;2201;;893883.863095238;6708985.48809524;0;01010000206A080000789EE7B977472B41D1F33C5FBE975941
95;AD700BB0005353;ADRNIVX_0000000278282667;Rue de Dijon;0080;96;;70026;70100;;;893880.422482741;6709032.52607956;Arc-lès-Gray;;2018700026000AL0129;893872.915171779;6709034.37667427;;1;0;1;0;;;;13;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1807;;893871.30952381;6709037.3139881;0;01010000206A0800009FE7799E5E472B418A611854CB975941
96;AD700BB0005354;ADRNIVX_0000000278282668;Rue de Dijon;0080;100;;70026;70100;;;893868.817486225;6709009.2512416;Arc-lès-Gray;;2018700026000AL0127;893857.463561665;6709018.6086265;;2;0;2;0;;;;19;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;2;E;;1643;;893858.190476191;6709018.99255953;0;01010000206A0800006218866144472B41661886BFC6975941
97;AD700BB0005355;ADRNIVX_0000000278282711;Rue Ernest Faivre;0120;1;;70026;70100;;;893844.389446121;6709041.68814034;Arc-lès-Gray;;2018700026000AL0130;893858.493057304;6709036.49860981;;1;0;1;0;;;;35;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;2057;;893861.017857143;6709039.12351191;0;01010000206A080000499224094A472B417E9EE7C7CB975941
98;AD700BB0005356;ADRNIVX_0000000278282669;Rue de Dijon;0080;102;;70026;70100;;;893855.832304976;6708995.93475438;Arc-lès-Gray;;2018700026000AL0126;893845.953578355;6709008.03642643;;1;0;1;0;;;;8;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1811;;893855.476190476;6709000.10565476;0;01010000206A080000F23CCFF33E472B41340CC306C2975941
99;AD700BB0005357;ADRNIVX_0000000278280382;Avenue Jean Jaurès;0200;48;;70026;70100;;;894556.274462713;6710364.4874579;Arc-lès-Gray;;2018700026000AO0214;894562.181325798;6710359.16755946;;1;0;1;0;;;;30;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;2224;;894562.951183603;6710360.07434371;0;01010000206A0800008B8901E7C54C2B41220CC20416995941
100;AD700BB0005359;ADRNIVX_0000000278282095;Rue de Dijon;0080;40;;70026;70100;;;894445.366064755;6709314.50504326;Arc-lès-Gray;;2018700026000AC0155;894438.131055683;6709328.63123458;;1;0;1;0;;;;9;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1535;;894435.86830617;6709315.6354773;0;01010000206A08000052A092BCC74B2B41FBA8ABE810985941
101;AD700BB0005360;ADRNIVX_0000000278282094;Rue de Dijon;0080;38;;70026;70100;;;894466.021201505;6709332.96426392;Arc-lès-Gray;;2018700026000AB0780;894455.44559354;6709347.37318781;;1;0;1;0;;;;18;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1887;;894463.854045401;6709336.53768917;0;01010000206A080000587045B5FF4B2B41DB7F692216985941
102;AD700BB0005361;ADRNIVX_0000000326641724;Rue de Dijon;0080;36;;70026;70100;;;894463.302640232;6709351.54830303;Arc-lès-Gray;;2018700026000AB0779;894464.823071546;6709348.50793664;;1;1;1;1;;;;7;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;2;E;;1916;Maison médicale;894469.950523865;6709345.30500582;1;01010000206A0800006110ABE60B4C2B412337855318985941
103;AD700BB0005362;ADRNIVX_0000000278282098;Rue de Dijon;0080;42;;70026;70100;;;894420.469202444;6709294.35113293;Arc-lès-Gray;;2018700026000AC0157;894416.302920565;6709300.49274838;;1;0;1;0;;;;21;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1383;;894417.288562281;6709298.6233993;0;01010000206A080000726FBE93A24B2B4131C6E5A70C985941
104;AD700BB0005364;ADRNIVX_0000000278282629;Rue de Dijon;0080;79;;70026;70100;;;894419.827838326;6709283.99335845;Arc-lès-Gray;;2018700026000AD0047;894426.87699118;6709278.25878407;;1;0;1;0;;;;29;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1720;;894427.100989522;6709283.0628638;0;01010000206A08000010E6B433B64B2B41DFF505C408985941
105;AD700BB0005365;ADRNIVX_0000000278282630;Rue de Dijon;0080;81;;70026;70100;;;894413.518527279;6709278.67424627;Arc-lès-Gray;;2018700026000AD0044;894415.873718918;6709262.689854;;2;0;2;0;;;;15;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;2;E;;1722;;894412.991996507;6709265.237922;0;01010000206A08000059F7E6FB994B2B41341D3A4F04985941
106;AD700BB0005366;ADRNIVX_0000000311269577;Rue de Dijon;0080;83;;70026;70100;;;894258.516818566;6709198.1388309;Arc-lès-Gray;;2018700026000AD0043;894398.600100255;6709245.9123642;;1;0;1;0;;;;30;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;C;;;;894401.089348079;6709252.69659488;0;01010000206A0800000908BF2D824B2B41AE02952C01985941
107;AD700BB0005367;ADRNIVX_0000000278282631;Rue de Dijon;0080;85;;70026;70100;;;894388.204947921;6709259.72949029;Arc-lès-Gray;;2018700026000AD0043;894398.600100255;6709245.9123642;;1;0;1;0;;;;21;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1297;;894392.322031431;6709247.93553551;0;01010000206A080000C54DE1A4704B2B4150D0DFFBFF975941
108;AD700BB0005368;ADRNIVX_0000000311269578;Rue de Dijon;;87;;70026;70100;;;894373.927650245;6709253.70535829;Arc-lès-Gray;;2018700026000AD0230;894379.614260856;6709242.1462056;;1;0;1;0;;;;26;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1709;;894375.94863213;6709242.01324214;0;01010000206A0800004C1CB3E54F4B2B4190F5D880FE975941
109;AD700BB0005369;ADRNIVX_0000000278282635;Rue de Dijon;0080;91;;70026;70100;;;894361.221772229;6709245.73195354;Arc-lès-Gray;;2018700026000AD0036;894366.214405767;6709239.14905127;;1;0;1;0;;;;29;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1724;;894365.439464493;6709241.83905704;0;01010000206A080000747D01E13A4B2B414F1CB375FE975941
110;AD700BB0005371;ADRNIVX_0000000278282637;Rue de Dijon;0080;93;;70026;70100;;;894356.772348976;6709243.47470349;Arc-lès-Gray;;2018700026000AD0035;894378.82901743;6709208.15490049;;1;0;1;0;;;;27;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1716;;894365.149155994;6709232.95561699;0;01010000206A080000AB2C5E4C3A4B2B412FD4283DFC975941
111;AD700BB0005372;ADRNIVX_0000000278282638;Rue de Dijon;0080;95;;70026;70100;;;894348.02410516;6709238.96513595;Arc-lès-Gray;;2018700026000AD0033;894356.110875582;6709223.5525423;;1;0;1;0;;;;24;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1726;;894356.381839347;6709225.63984284;0;01010000206A080000697280C3284B2B415F2FF368FA975941
112;AD700BB0005373;ADRNIVX_0000000278282639;Rue de Dijon;0080;97;;70026;70100;;;894331.710710219;6709230.65159525;Arc-lès-Gray;;2018700026000AD0032;894338.695395175;6709213.77703101;;1;0;1;0;;;;26;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1729;;894334.202270081;6709210.89217113;0;01010000206A080000ABF18F67FC4A2B41EC5419B9F6975941
113;AD700BB0005374;ADRNIVX_0000000278282608;Rue de Dijon;0080;52;;70026;70100;;;894351.483692228;6709250.74878744;Arc-lès-Gray;;2018700026000AC0078;894341.333916657;6709276.87325293;;1;0;1;0;;;;23;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1876;;894349.18016257;6709259.07458468;0;01010000206A080000B4443E5C1A4B2B41CFFEC5C402985941
114;AD700BB0005375;ADRNIVX_0000000278282609;Rue de Dijon;0080;54;;70026;70100;;;894344.807742344;6709247.41843936;Arc-lès-Gray;;2018700026000AC0079;894333.4402688;6709275.27772608;;1;0;1;0;;;;14;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1767;;894342.386943711;6709256.34568479;0;01010000206A0800006F7C1DC60C4B2B411CB31F1602985941
115;AD700BB0005376;ADRNIVX_0000000278282610;Rue de Dijon;0080;56;;70026;70100;;;894334.790175162;6709242.53396113;Arc-lès-Gray;;2018700026000AC0080;894324.710620404;6709272.1196121;;1;0;1;0;;;;27;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1766;;894333.097071767;6709250.71369993;0;01010000206A080000FF63B331FA4A2B417542ADAD00985941
116;AD700BB0005377;ADRNIVX_0000000278282611;Rue de Dijon;0080;58;;70026;70100;;;894324.690028704;6709237.86909845;Arc-lès-Gray;;2018700026000AC0082;894319.331378855;6709246.9170971;;1;0;1;0;;;;24;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1765;;894321.426670137;6709248.62347874;0;01010000206A080000198274DAE24A2B415F13E72700985941
117;AD700BB0005378;ADRNIVX_0000000278282612;Rue de Dijon;0080;60;;70026;70100;;;894312.521197517;6709231.91402201;Arc-lès-Gray;;2018700026000AC0083;894301.539883393;6709263.07429716;;1;0;1;0;;;;12;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1764;;894312.078736493;6709235.50153462;0;01010000206A0800004D265028D04A2B41A82419E0FC975941
118;AD700BB0005379;ADRNIVX_0000000278282613;Rue de Dijon;0080;62;;70026;70100;;;894303.166825037;6709227.49586388;Arc-lès-Gray;;2018700026000AC0085;894297.419867792;6709242.48612198;;1;0;1;0;;;;29;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1763;;894295.93758399;6709240.14647059;0;01010000206A0800003D020BE0AF4A2B412FC65F09FE975941
119;AD700BB0005380;ADRNIVX_0000000278282640;Rue de Dijon;0080;99;;70026;70100;;;894305.874131091;6709218.47016448;Arc-lès-Gray;;2018700026000AD0029;894313.56953739;6709206.61447519;;1;0;1;0;;;;20;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1685;;894317.710721359;6709210.70918887;0;01010000206A08000082ABE36BDB4A2B41B35963ADF6975941
120;AD700BB0005381;ADRNIVX_0000000278282614;Rue de Dijon;0080;64;;70026;70100;;;894285.806302368;6709218.92594011;Arc-lès-Gray;;2018700026000AC0087;894275.351495352;6709238.43998916;;1;0;1;0;;;;35;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1762;;894272.248410532;6709237.5917558;0;01010000206A08000050AA2F7F804A2B41BD53DF65FD975941
121;AD700BB0005382;ADRNIVX_0000000278282641;Rue de Dijon;0080;101;;70026;70100;;;894287.900248283;6709210.21363836;Arc-lès-Gray;;2018700026000AD0028;894293.32045671;6709200.08547444;;1;0;1;0;;;;23;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;1;E;;1731;;894293.440930905;6709195.84539376;0;01010000206A08000013B2C1E1AA4A2B416CEE1AF6F2975941
122;AD700BB0005383;ADRNIVX_0000000278282615;Rue de Dijon;0080;66;;70026;70100;;;894260.284455063;6709208.64451676;Arc-lès-Gray;;2018700026000AC0092;894245.872990549;6709239.76993917;;2;0;2;0;;;;29;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01B;2;E;;1679;;894258.139417517;6709220.69580121;0;01010000206A0800009CBB6147644A2B41CB01882CF9975941
