gid;ad_code;ad_ban_id;ad_nomvoie;ad_fantoir;ad_numero;ad_rep;ad_insee;ad_postal;ad_alias;ad_nom_ld;ad_x_ban;ad_y_ban;ad_commune;ad_section;ad_idpar;ad_x_parc;ad_y_parc;ad_nat;ad_nblhab;ad_nblpro;ad_nbprhab;ad_nbprpro;ad_rivoli;ad_hexacle;ad_hexaclv;ad_distinf;ad_isole;ad_prio;ad_racc;ad_batcode;ad_nombat;ad_ietat;ad_itypeim;ad_imneuf;ad_idatimn;ad_prop;ad_gest;ad_idatsgn;ad_iaccgst;ad_idatcab;ad_idatcom;ad_typzone;ad_comment;ad_geolqlt;ad_geolmod;ad_geolsrc;ad_creadat;ad_majdate;ad_majsrc;ad_abddate;ad_abdsrc;nom_sro;nb_prises_totale;statut;cas_particuliers;nom_id;nom_pro;x;y;potentiel_ftte;geom
942;AD700BE0005243;ADRNIVX_0000000278281135;Rue des Violettes;0390;17;;70026;70100;;;895353.981714038;6709727.97322435;Arc-lès-Gray;;2018700026000AR0272;895367.372128325;6709722.46133141;;1;0;1;0;;;;12;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;C;;;;895381.858745838;6709737.88318521;0;01010000206A080000D388ADB72B532B41461B86787A985941
943;AD700BE0005259;ADRNIVX_0000000278281853;Place Aristide Briand;0015;8;;70026;70100;;;894996.273977332;6709340.21467983;Arc-lès-Gray;;2018700026000AW0233;894986.95528411;6709332.68989392;;1;0;1;0;;;;15;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;1302;;894988.391580124;6709332.18515612;0;01010000206A080000A4307DC818502B411299D90B15985941
944;AD700BE0005260;ADRNIVX_0000000278275963;Rue du Creux de la Tour;0042;8;;70371;70100;;;898475.782951848;6714539.55003869;Montureux-et-Prantigny;;;;;;1;0;1;0;;;;24;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;43329;;898462.181009194;6714532.28779694;0;01010000206A080000B23CAD5C3C6B2B41D8436B12299D5941
945;AD700BE0005261;ADRNIVX_0000000278275968;Place de l'Église;0053;1;;70371;70100;;;898514.797237462;6714586.98222813;Montureux-et-Prantigny;;;;;;1;0;1;0;;;;28;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;43325;;898486.57705319;6714566.92645483;0;01010000206A080000048473276D6B2B412F094BBB319D5941
946;AD700BE0005262;ADRNIVX_0000000278275970;Place de l'Église;;3;;70371;70100;;;898569.319521871;6714573.7985731;Montureux-et-Prantigny;;;;;;1;0;1;0;;;;44;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;43297;;898551.198635375;6714587.22545326;0;01010000206A0800002D89B365EE6B2B4186D36DCE369D5941
947;AD700BE0005263;ADRNIVX_0000000278275971;Place de l'Église;0053;4;;70371;70100;;;898519.018919944;6714548.55303381;Montureux-et-Prantigny;;;;;;1;0;1;0;;;;15;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;43328;;898515.070142741;6714545.88253901;0;01010000206A080000D5BFE923A66B2B41E8847B782C9D5941
948;AD700BE0005264;ADRNIVX_0000000278275976;Rue du Tertre;0190;2;;70371;70100;;;898542.313148613;6714525.43345027;Montureux-et-Prantigny;;;;;;1;0;1;0;;;;27;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;43343;;898545.797984414;6714520.5553483;0;01010000206A080000C3699198E36B2B4198D38A23269D5941
949;AD700BE0005315;ADRNIVX_0000000278282033;Rue Louis Chauveau;0220;15;;70026;70100;;;894651.995456127;6709307.70534072;Arc-lès-Gray;;2018700026000AB0604;894661.965136638;6709310.68956969;;1;0;1;0;;;;25;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;1551;;894657.98178663;6709315.7859805;0;01010000206A080000B5BCACF6834D2B412D814DF210985941
950;AD700BE0005327;ADRNIVX_0000000278282712;Rue Ernest Faivre;0120;2;;70026;70100;;;893864.307971282;6709050.45127457;Arc-lès-Gray;;2018700026000AC0124;893863.190881367;6709058.99651777;;1;0;1;0;;;;18;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;1784;;893867.011904762;6709063.80654762;0;01010000206A0800008661180656472B41E9799EF3D1975941
951;AD700BE0005331;ADRNIVX_0000000278280386;Avenue Jean Jaurès;0200;57;;70026;70100;;;894587.899493292;6710146.67007391;Arc-lès-Gray;;2018700026000AO0117;894567.901725599;6710138.88491562;;1;0;1;0;;;;18;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2285;;894576.104395089;6710142.9033845;0;01010000206A080000EB457335E04C2B413E0DD1B9DF985941
952;AD700BE0005332;ADRNIVX_0000000278280387;Avenue Jean Jaurès;0200;59;;70026;70100;;;894579.506194712;6710170.51469962;Arc-lès-Gray;;2018700026000AO0228;894557.948657978;6710161.93356244;;1;0;1;0;;;;21;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2256;;894564.809789574;6710160.05974731;0;01010000206A08000032BD9C9EC94C2B4165E6D203E4985941
953;AD700BE0005398;ADRNIVX_0000000278282655;Rue de Dijon;0080;127;;70026;70100;;;894143.711950073;6709147.04033502;Arc-lès-Gray;;2018700026000AD0012;894148.516482644;6709137.52551736;;1;0;1;0;;;;27;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;1787;;894147.009324386;6709139.5255451;0;01010000206A080000792AC60486492B41E587A2E1E4975941
954;AD700BE0005399;ADRNIVX_0000000278282656;Rue de Dijon;0080;129;;70026;70100;;;894134.798294565;6709142.97028472;Arc-lès-Gray;;2018700026000AD0011;894138.753342365;6709134.04085065;;1;0;1;0;;;;16;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;1778;;894139.112933233;6709137.20307711;0;01010000206A0800008062D23976492B412137FF4CE4975941
955;AD700BE0005400;ADRNIVX_0000000278282628;Rue de Dijon;0080;78;;70026;70100;;;894111.484771208;6709143.5429904;Arc-lès-Gray;;2018700026000AC0106;894102.150019059;6709167.79857787;;1;0;1;0;;;;56;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;1471;;894104.392036842;6709166.81454393;0;01010000206A0800008E0DB9C830492B41DF7C21B4EB975941
956;AD700BE0005405;ADRNIVX_0000000278282661;Rue de Dijon;0080;84;;70026;70100;;;894040.212001276;6709139.88307235;Arc-lès-Gray;;2018700026000AC0143;894042.315968261;6709154.12404297;;1;0;1;0;;;;46;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;1780;;894037.621082244;6709159.3971618;0;01010000206A080000ED7DFE3DAB482B4152196BD9E9975941
957;AD700BE0005436;ADRNIVX_0000000278281343;Faubourg Roch;0330;29;;70026;70100;;;894067.023933636;6709983.70718006;Arc-lès-Gray;;2018700026000ZB0072;894051.027785906;6709958.46791261;;1;0;1;0;;;;67;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;1159;;894054.837060987;6709954.70632183;0;01010000206A080000FC4193ACCD482B417F6034ADB0985941
958;AD700BE0005437;ADRNIVX_0000000278281339;Faubourg Roch;0330;27;;70026;70100;;;894091.771349099;6709964.50825156;Arc-lès-Gray;;2018700026000AN0120;894076.128007553;6709942.99587294;;1;0;1;0;;;;31;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2172;;894077.456108607;6709943.6229885;0;01010000206A080000391187E9FA482B412A0BDFE7AD985941
959;AD700BE0005457;ADRNIVX_0000000278281334;Chemin du Fleuriot;0125;16;;70026;70100;;;893987.935265413;6709889.53987339;Arc-lès-Gray;;2018700026000ZB0068;894001.590173317;6709916.92209333;;1;0;1;0;;;;38;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;1193;;893993.435750325;6709909.15525599;0;01010000206A080000A8AA1ADF52482B41D6B6EF49A5985941
960;AD700BE0005480;ADRNIVX_0000000278280414;Avenue Jean Jaurès;0200;58;;70026;70100;;;894478.782334411;6710512.22554184;Arc-lès-Gray;;2018700026000AO0068;894501.641758811;6710517.68454176;;1;0;1;0;;;;9;f;;0;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2263;;894488.74991446;6710511.26479096;0;01010000206A080000BFC9F47F314C2B41C555F2D03B995941
961;AD700BE0005481;ADRNIVX_0000000278280344;Rue des Fleurs;0127;11;;70026;70100;;;894564.807758579;6710504.48110164;Arc-lès-Gray;;20187000260000C0638;894544.087310604;6710501.9105204;;1;0;1;0;;;;28;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2689;;894555.23082034;6710498.54048854;0;01010000206A08000065152E76B64C2B41405D97A238995941
962;AD700BE0005482;ADRNIVX_0000000278280343;Rue des Fleurs;0127;9;;70026;70100;;;894566.519520796;6710484.41913436;Arc-lès-Gray;;20187000260000C0640;894547.103434227;6710481.58899662;;1;0;1;0;;;;29;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2680;;894556.23160817;6710485.38727706;0;01010000206A08000099589576B84C2B41B425C95835995941
963;AD700BE0005483;ADRNIVX_0000000278280339;Rue des Fleurs;0127;2;;70026;70100;;;894577.994915208;6710495.35386681;Arc-lès-Gray;;20187000260000C0556;894593.470594186;6710495.74991268;;1;0;1;0;;;;22;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2705;;894587.970879365;6710492.67873125;0;01010000206A0800009F1917F1F74C2B413155702B37995941
964;AD700BE0005484;ADRNIVX_0000000278280405;Rue des Roses;0356;3;;70026;70100;;;894611.170949142;6710476.54408538;Arc-lès-Gray;;20187000260000C0555;894596.186739391;6710471.0397605;;1;0;1;0;;;;14;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2706;;894599.83736364;6710476.38018658;0;01010000206A08000051EDBAAC0F4D2B4119FA541833995941
965;AD700BE0005485;ADRNIVX_0000000278280403;Rue des Roses;0356;1;;70026;70100;;;894613.511673374;6710453.39054234;Arc-lès-Gray;;20187000260000C0554;894598.29781585;6710447.51090573;;1;0;1;0;;;;41;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2707;;894593.975606347;6710451.36049082;0;01010000206A080000D7AC82F3034D2B41164812D72C995941
966;AD700BE0005486;ADRNIVX_0000000278280342;Rue des Fleurs;0127;7;;70026;70100;;;894577.678728994;6710431.32163823;Arc-lès-Gray;;20187000260000C0545;894550.122172444;6710450.6289267;;2;0;2;1;;;;58;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;3;C;;;Ecole primaire;894560.806638252;6710451.78939989;1;01010000206A08000062B0FF9CC14C2B411E8785F22C995941
967;AD700BE0005487;ADRNIVX_0000000278281297;Rue Roger Salengro;0340;58;;70026;70100;;;894296.994195603;6709815.49189814;Arc-lès-Gray;;2018700026000AB0018;894313.172293646;6709831.6838546;;1;0;1;0;;;;29;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2729;;894297.435750326;6709829.81894647;0;01010000206A080000ACAA1ADFB24A2B41749E697491985941
968;AD700BE0005492;ADRNIVX_0000000278281245;Faubourg Roch;0330;12;BIS;70026;70100;;;894226.017788932;6709798.39019242;Arc-lès-Gray;;2018700026000AB0003;894235.879131187;6709805.87693278;;1;0;1;0;;;;44;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2778;;894238.346621559;6709804.30745443;0;01010000206A080000866178B13C4A2B415455AD138B985941
969;AD700BE0005493;ADRNIVX_0000000278281244;Faubourg Roch;0330;12;;70026;70100;;;894234.235983649;6709779.87454601;Arc-lès-Gray;;2018700026000AB0502;894249.764922709;6709790.32015982;;1;0;1;0;;;;45;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2003;;894247.589024136;6709790.40525599;0;01010000206A0800005092942D4F4A2B41D3B6EF9987985941
970;AD700BE0005531;ADRNIVX_0000000278280057;Avenue Jean Jaurès;0200;101;;70026;70100;;;894408.171037053;6710675.52819134;Arc-lès-Gray;;2018700026000AO0222;894392.655281886;6710668.07344757;;1;0;1;0;;;;24;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2229;;894387.670343583;6710667.31620767;0;01010000206A08000030463757674B2B4114BF3CD462995941
971;AD700BE0005532;ADRNIVX_0000000278280058;Avenue Jean Jaurès;0200;103;;70026;70100;;;894402.983972925;6710691.25289029;Arc-lès-Gray;;2018700026000AO0050;894390.947740924;6710686.4695904;;1;0;1;0;;;;28;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2213;;894379.09216218;6710689.9054187;0;01010000206A08000097E12F2F564B2B414261F27968995941
972;AD700BE0005534;ADRNIVX_0000000278280052;Avenue Jean Jaurès;;76;;70026;70100;;;894439.816692077;6710703.46122347;Arc-lès-Gray;;20187000260000C0815;894442.0046409;6710698.53133286;;6;0;6;0;;;;29;f;;7;;;;I;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;6;E;;2535;;894428.559674942;6710693.76560033;0;01010000206A080000C8B68D1EB94B2B418498FF7069995941
973;AD700BE0005535;ADRNIVX_0000000278280059;Avenue Jean Jaurès;0200;105;;70026;70100;;;894395.793972971;6710712.91415039;Arc-lès-Gray;;2018700026000AO0053;894385.714045037;6710707.35864045;;2;0;2;0;;;;20;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;2;E;;2273;;894384.382040712;6710706.20396336;0;01010000206A08000018D79AC3604B2B415ABC0D8D6C995941
974;AD700BE0005536;ADRNIVX_0000000278280060;Avenue Jean Jaurès;0200;107;;70026;70100;;;894389.469440997;6710731.15809653;Arc-lès-Gray;;2018700026000AO0054;894364.263660091;6710722.20676195;;1;0;1;0;;;;25;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2270;;894366.796768834;6710723.93220493;0;01010000206A080000AA15F2973D4B2B41DF3EA9FB70995941
975;AD700BE0005537;ADRNIVX_0000000278280061;Avenue Jean Jaurès;0200;109;;70026;70100;;;894369.975208377;6710744.19203393;Arc-lès-Gray;;2018700026000AO0055;894372.104195656;6710743.89193741;;1;0;1;0;;;;19;f;;0;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2269;;894364.366284103;6710747.09329472;0;01010000206A080000079789BB384B2B416D8AF8C576995941
976;AD700BE0005538;ADRNIVX_0000000278280062;Avenue Jean Jaurès;0200;111;;70026;70100;;;894364.890731573;6710763.69918976;Arc-lès-Gray;;2018700026000AO0058;894366.49062852;6710764.03035806;;1;0;1;0;;;;21;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2268;;894360.792041851;6710769.39656637;0;01010000206A08000071828695314B2B41EB5761597C995941
977;AD700BE0005539;ADRNIVX_0000000278280063;Avenue Jean Jaurès;0200;113;;70026;70100;;;894370.93420415;6710784.01477386;Arc-lès-Gray;;2018700026000AO0059;894348.658489118;6710777.43259529;;1;0;1;0;;;;32;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2258;;894356.502951149;6710781.40602034;0;01010000206A08000024D08201294B2B41B93CFC597F995941
978;AD700BE0005540;ADRNIVX_0000000278283667;Rue de Dijon;0080;177;;70026;70100;;;893323.796660982;6708699.52301871;Arc-lès-Gray;;2018700026000AH0101;893338.846450722;6708699.00987794;;1;0;1;0;;;;19;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;1855;;893327.218689614;6708688.75819259;0;01010000206A080000C515F86F1E432B41383A863074975941
979;AD700BE0005541;ADRNIVX_0000000278283694;Rue de Dijon;0080;179;;70026;70100;;;893277.832114403;6708708.03224177;Arc-lès-Gray;;2018700026000AH0159;893276.176054336;6708698.73491546;;1;0;1;0;;;;38;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;1510;;893268.769901271;6708695.7505323;0;01010000206A080000D97F308AA9422B41A2B808F075975941
980;AD700BE0005542;ADRNIVX_0000000278283684;Rue du Port du Poirier;;2;;70026;70100;;;893272.033112479;6708689.28214617;Arc-lès-Gray;;2018700026000AH0081;893188.937932792;6708709.49001978;;1;0;1;0;;;;18;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2490;;893201.912017657;6708704.9677126;0;01010000206A08000078FAF3D223422B41D000EF3D78975941
981;AD700BE0005543;ADRNIVX_0000000278280012;Rue des Fleurs;0127;50;;70026;70100;;;894509.889272953;6710869.92088716;Arc-lès-Gray;;20187000260000C0689;894494.123802971;6710869.17400672;;1;0;1;0;;;;44;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;1205;;894494.897611127;6710873.24617497;0;01010000206A08000088AF93CB3D4C2B41AD54C14F96995941
982;AD700BE0005544;ADRNIVX_0000000278280015;Rue des Fleurs;0127;53;;70026;70100;;;894515.494728213;6710873.66107463;Arc-lès-Gray;;20187000260000C0710;894530.631557018;6710877.04170094;;1;0;1;0;;;;38;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2681;;894530.92597302;6710882.61068967;0;01010000206A080000BD2219DA854C2B41228A15A798995941
983;AD700BE0005545;ADRNIVX_0000000278280017;Rue des Fleurs;;55;;70026;70100;;;894519.914366053;6710842.2393012;Arc-lès-Gray;;20187000260000C0709;894534.615125667;6710847.47427159;;1;0;1;0;;;;26;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2788;;894529.49627612;6710851.01438817;0;01010000206A0800004FE717FE824C2B415CBCEBC090995941
984;AD700BE0005546;ADRNIVX_0000000278280014;Rue des Fleurs;0127;52;;70026;70100;;;894513.389912757;6710841.24777224;Arc-lès-Gray;;20187000260000C0688;894500.686776735;6710841.82084802;;1;0;1;0;;;;25;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2773;;894501.402732025;6710849.29875189;0;01010000206A08000055E432CE4A4C2B413FC01E5390995941
985;AD700BE0005549;ADRNIVX_0000000278280020;Rue des Fleurs;0127;59;;70026;70100;;;894518.467122548;6710789.72950768;Arc-lès-Gray;;20187000260000C0707;894537.902227983;6710795.28762096;;1;0;1;0;;;;37;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2789;;894534.357245581;6710800.47460274;0;01010000206A08000092E4E8B68C4C2B412AE45F1E84995941
986;AD700BE0005550;ADRNIVX_0000000278280018;Rue des Fleurs;0127;56;;70026;70100;;;894512.176740286;6710786.18920912;Arc-lès-Gray;;20187000260000C0686;894491.703623185;6710787.32497513;;1;0;1;0;;;;33;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2679;;894493.039005157;6710786.82099734;0;01010000206A080000E07BF8133A4C2B416C388BB480995941
987;AD700BE0005551;ADRNIVX_0000000278283685;Rue du Port du Poirier;;2;BIS;70026;70100;;;893226.626857302;6708685.25024792;Arc-lès-Gray;;2018700026000AH0082;893157.750737642;6708721.22518646;;1;0;1;0;;;;17;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;1841;;893156.854827929;6708718.00244158;0;01010000206A080000A101ACB5C9412B41BB0028807B975941
988;AD700BE0005552;ADRNIVX_0000000278283687;Rue du Port du Poirier;;4;;70026;70100;;;893188.300169562;6708700.01029484;Arc-lès-Gray;;2018700026000AH0083;893133.8915927;6708720.52648761;;1;0;1;0;;;;16;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;1830;;893150.25870773;6708715.11393457;0;01010000206A080000F0567584BC412B413CB44AC77A975941
989;AD700BE0005584;ADRNIVX_0000000278283669;Rue du Lotissement de la Caisse d'Épargne;0217;2;;70026;70100;;;893431.826975712;6708834.19004493;Arc-lès-Gray;;2018700026000AH0136;893428.499834484;6708845.64592844;;1;0;1;0;;;;21;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;1846;;893423.333163562;6708843.95605355;0;01010000206A080000196A94AADE432B413AFB2FFD9A975941
990;AD700BE0005585;ADRNIVX_0000000278283671;Rue du Lotissement de la Caisse d'Épargne;0217;4;;70026;70100;;;893404.681857065;6708820.4140304;Arc-lès-Gray;;2018700026000AH0135;893402.280078901;6708831.71878433;;1;0;1;0;;;;15;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;1847;;893399.353681606;6708832.92433062;0;01010000206A08000069C115B5AE432B41993B283B98975941
991;AD700BE0005586;ADRNIVX_0000000278283673;Rue du Lotissement de la Caisse d'Épargne;0217;6;;70026;70100;;;893380.011072629;6708807.05204784;Arc-lès-Gray;;2018700026000AH0134;893376.280307641;6708817.94243966;;1;0;1;0;;;;43;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;1848;;893370.729263679;6708816.95736321;0;01010000206A080000840C627575432B415A70453D94975941
992;AD700BE0005587;ADRNIVX_0000000278283672;Rue du Lotissement de la Caisse d'Épargne;0217;5;;70026;70100;;;893380.5253404;6708800.51106347;Arc-lès-Gray;;2018700026000AH0139;893385.485540942;6708790.04420154;;1;0;1;0;;;;42;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;1843;;893384.664071595;6708794.37136205;0;01010000206A0800002C31015491432B415465C4978E975941
993;AD700BE0005588;ADRNIVX_0000000278283660;Rue de Dijon;0080;142;;70026;70100;;;893433.979128039;6708895.50240162;Arc-lès-Gray;;2018700026000AL0064;893431.704408;6708893.31570119;;1;0;1;0;;;;28;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;1798;;893431.752110012;6708890.52153667;0;01010000206A0800003F901481EF432B4158DB60A1A6975941
994;AD700BE0005589;ADRNIVX_0000000278283661;Rue de Dijon;0080;144;;70026;70100;;;893412.993307401;6708875.48012488;Arc-lès-Gray;;2018700026000AL0253;893410.75806466;6708875.40950279;;1;0;1;0;;;;20;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2506;;893422.11386787;6708876.58672875;0;01010000206A080000B1E34C3ADC432B41C3F68C25A3975941
995;AD700BE0005590;ADRNIVX_0000000278282681;Rue de Dijon;0080;120;;70026;70100;;;893758.626010611;6708941.30521561;Arc-lès-Gray;;2018700026000AL0240;893692.291268503;6708990.69408158;;0;1;0;1;;;;81;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;1376;Entreprises;893680.314246217;6708971.98210128;1;01010000206A0800004EE1E4A0E0452B4154BFDAFEBA975941
996;AD700BE0005591;ADRNIVX_0000000278274190;Rue Charme aux Loups;0034;7;;70371;70100;;;898318.232372304;6715468.31231647;Montureux-et-Prantigny;;;;;;1;0;1;0;;;;42;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;43324;;898308.355571485;6715461.94467955;0;01010000206A0800003B770DB6086A2B413BA1757C119E5941
997;AD700BE0005594;ADRNIVX_0000000278274461;Rue Charme aux Loups;0034;1;;70371;70100;;;898432.888930481;6715381.66211505;Montureux-et-Prantigny;;;;;;1;0;1;0;;;;11;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;43268;;898418.836129501;6715377.25688561;0;01010000206A0800007E2A19ACE56A2B4159D07050FC9D5941
998;AD700BE0005595;ADRNIVX_0000000278274465;Grande Rue;0078;2;;70371;70100;;;898462.119732201;6715352.07133044;Montureux-et-Prantigny;;;;;;1;0;1;0;;;;25;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;43321;;898434.85185304;6715354.90936439;0;01010000206A080000E61426B4056B2B41B70633BAF69D5941
999;AD700BE0005596;ADRNIVX_0000000278274468;Grande Rue;0078;4;;70371;70100;;;898467.302224675;6715334.4598633;Montureux-et-Prantigny;;;;;;1;0;1;0;;;;28;f;;1;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;43245;;898447.142989709;6715334.05167793;0;01010000206A08000079F235491E6B2B41EEB04E83F19D5941
1000;AD700BE0005599;ADRNIVX_0000000278280022;Rue des Fleurs;;61;;70026;70100;;;894519.174548917;6710770.41269152;Arc-lès-Gray;;20187000260000C0706;894537.372697428;6710768.40701805;;1;0;1;0;;;;17;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2767;;894533.856851666;6710773.81075554;0;01010000206A080000F842B5B68B4C2B41396BE3737D995941
1001;AD700BE0005600;ADRNIVX_0000000278280041;Rue des Fleurs;0127;58;;70026;70100;;;894514.484340626;6710764.03487103;Arc-lès-Gray;;20187000260000C0685;894496.928000203;6710760.02650422;;1;0;1;0;;;;23;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2742;;894504.619550051;6710766.94821042;0;01010000206A0800000CAA353D514C2B41C37AAFBC7B995941
1002;AD700BE0005606;ADRNIVX_0000000278279986;Rue des Fleurs;;19;;70026;70100;;;894556.381894006;6710596.1256833;Arc-lès-Gray;;20187000260000C0630;894541.570768324;6710594.53256507;;1;0;1;0;;;;39;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2693;;894544.15066935;6710600.5314912;0;01010000206A0800007688244DA04C2B41ABF3032252995941
1003;AD700BE0005607;ADRNIVX_0000000278279984;Rue des Fleurs;;17;;70026;70100;;;894559.217728337;6710571.65452836;Arc-lès-Gray;;20187000260000C0632;894545.29650865;6710570.5435874;;1;0;1;0;;;;21;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01E;1;E;;2692;;894547.438972221;6710574.79694699;0;01010000206A0800008DF7C0E0A64C2B41F42D01B34B995941
